,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
1132,0.052963813145955406,9.521498681802135e-06,0.0029987494150797525,2.9736021254650284e-07,entropy,28,40,70,50,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 70, 'n_estimators': 50}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1133,0.0753018856048584,0.0012528145211350469,0.004997650782267253,1.251539846104274e-06,entropy,28,40,70,70,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 70, 'n_estimators': 70}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1134,0.09661118189493816,0.0016952077856527987,0.005663553873697917,0.0009424597737370267,entropy,28,40,70,90,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 70, 'n_estimators': 90}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1135,0.011327028274536133,0.00046973385528388577,0.000999132792154948,2.9736021254650284e-07,entropy,28,40,90,10,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 90, 'n_estimators': 10}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1136,0.03230905532836914,0.0004637116125682581,0.0019986629486083984,1.9466795466607238e-07,entropy,28,40,90,30,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 90, 'n_estimators': 30}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1137,0.053308566411336265,0.00046748630130860743,0.0033257007598876953,0.00047479099105011334,entropy,28,40,90,50,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 90, 'n_estimators': 50}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1138,0.074278990427653,0.0009339183780456836,0.005335569381713867,0.0004787882386582602,entropy,28,40,90,70,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 90, 'n_estimators': 70}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1139,0.10594677925109863,0.0040742076322973384,0.007328907648722331,0.0026239139389140314,entropy,28,40,90,90,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 90, 'n_estimators': 90}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1140,0.010999759038289389,1.658490240948137e-05,0.0009993712107340496,2.9736021254650284e-07,entropy,28,40,110,10,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 110, 'n_estimators': 10}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1141,0.034980456034342446,0.00215869235923895,0.00199278195699056,8.153621056035744e-06,entropy,28,40,110,30,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 110, 'n_estimators': 30}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1142,0.05298042297363281,0.0008081750037978022,0.002992550532023112,7.867411722033551e-06,entropy,28,40,110,50,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 110, 'n_estimators': 50}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1143,0.07295870780944824,1.5382464201526908e-05,0.004663864771525065,0.0004713141679983425,entropy,28,40,110,70,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 110, 'n_estimators': 70}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
1144,0.09594138463338216,0.0014068697303917686,0.005335569381713867,0.0004799687944375504,entropy,28,40,110,90,"{'criterion': 'entropy', 'max_depth': 28, 'min_samples_leaf': 40, 'min_samples_split': 110, 'n_estimators': 90}",0.7125748502994012,0.7125748502994012,0.7168674698795181,0.714,0.0020215276006701993,162,0.7147147147147147,0.7147147147147147,0.7125748502994012,0.7140014265762767,0.0010087417592586664
